x	insertSortbest*1000	insertSortaverage	insertSortworst	selectionSortbest	selectionSortaverage	selectionSortworst	mergebest	mergeaverage	mergeworst
1650 7000 31615 17373 31851 31558.5 29275.5 896.5 916 1184.5
1651 8000 31083 16428 33252 31024 30260.5 966 941.5 941
1652 5000 33747.5 17181.5 38026.5 29485.5 29600.5 1143 994.5 1173.5
1653 8500 34543.5 20472 27786 32157.5 33312.5 880 853.5 861
1654 5000 28294 21126.5 29291.5 30962.5 29466.5 1586 1317 987.5
1655 6000 28660.5 19872 27834 31284 27525.5 1090 1214 1279.5
1656 8000 33493 19303 31935 30519 33339.5 1543 1386 1728
1657 8500 34542.5 20632 31408.5 32219 27695 1070 971.5 981
1658 5000 29987.5 17089 31865 31466.5 29077.5 905 885 881.5
1659 5500 32075 17108.5 32381 29123 29722 894.5 882 879.5
1660 5000 30827 16918 31752 28759.5 32521.5 922.5 903 919.5
1661 5500 33843 16586 29938 28128 31001.5 874 857.5 907
1662 5000 28986 21188.5 30001 32352 32712 896 873 872.5
1663 5000 28254 20524.5 28565.5 30085 30204.5 1162 1215 1401.5
1664 9000 28926.5 21687.5 28935.5 29650 27399.5 883.5 991 1503.5
1665 8000 31421 17963.5 31471 30573 27931 957.5 932.5 931.5
1666 5000 33484.5 16689 32192 29447.5 30262 883 871.5 865
1667 5000 32108.5 16626.5 32299 28324 31662 884 868 872.5
1668 5000 33998.5 17684 31376.5 31005 31983.5 885 880 868.5
1669 5000 30082.5 19261.5 32993.5 33884 28498 1078.5 1092.5 1171.5
1670 6500 30597 18858 30197.5 32429.5 27792 905 880.5 884.5
1671 5000 32324.5 16927 32576 30660.5 29396.5 915 889 888.5
1672 5500 34621 17619.5 32652.5 29904.5 29143 905.5 877.5 869
1673 5000 33568.5 16780 32096 28907 31705 879.5 856.5 869.5
1674 5000 34580 17497.5 36613 32416.5 31118 917.5 894.5 895.5
1675 5500 33364 17393 33485 32445 31399 937 917 916
1676 5500 33442 17819 33565 30695.5 31463.5 885.5 863.5 905
1677 5000 33110 17914.5 32951.5 29981 33492.5 901 880.5 879.5
1678 5500 33965.5 17089 33567.5 31300.5 29426.5 933 912.5 912
1679 5000 31282 17336.5 32573 29835.5 30670 897.5 879 878
1680 5000 32093 18071 31245 31135.5 31299.5 925 896.5 940
1681 5500 34215 20226.5 34181.5 31595.5 30853 995.5 930.5 888
1682 5000 33331.5 18763 32566 33837.5 30039.5 1349.5 1193 1141
1683 8000 31134 20900 29973 33293 30901.5 1389.5 1206 1242
1684 8500 30640 22438 29544.5 32906 32576.5 1804 1379 1359
1685 6500 31998 21306 33890.5 30113 30511 911.5 891 890
1686 5000 31206 16848.5 31500 29973.5 31206 933 972 920.5
1687 5500 31879.5 19186 31385.5 34226.5 32016 1020 922.5 940
1688 8000 33801 18728.5 34399 29093.5 34843.5 964.5 978 942.5
1689 6000 34403.5 17137 33459 31651 32572 1088 1020.5 966.5
1690 6000 35059.5 17150 33566.5 31185 30433 908.5 876 876
1691 5000 32452.5 18131 33170 30883 30460.5 905 888 911
1692 5500 31136.5 17382.5 32403.5 32724.5 29928 875 855.5 876
1693 5000 32323 18006 30543 31221 32424 875.5 871.5 922.5
1694 5000 31067.5 19340 34951.5 30774 32902.5 953 998.5 921.5
1695 5500 35530.5 22956.5 37095.5 32483.5 32741.5 1121 903 907.5
1696 5000 31402 20014 29838.5 31234 31140 1166 1168.5 961.5
1697 5000 30040 20378 30324 32736.5 32582.5 880.5 862 861
1698 5000 29008 21444.5 29017.5 32789.5 32705 1061.5 891 884
1699 5000 29369.5 22208 30504 32658 34574 954 933 908
1700 5500 31708 21889 34532.5 31383 31896 910 890 890.5
1701 5500 31404.5 19293.5 32162.5 32069.5 33877 1020 1246 1232.5
1702 8000 34709.5 25030.5 31886.5 30418.5 33097 899.5 910 905.5
1703 5000 33105.5 19212.5 36000 36948 33611.5 907.5 1281.5 1005
1704 5000 30145.5 21584 32260.5 31776 33916.5 885.5 868.5 914.5
1705 10000 31134.5 20070 30250.5 31448 32625.5 902 889 901
1706 5000 32079 19947 30656.5 32011.5 33244 949 957.5 975
1707 6000 31162 20242 30868 31425 31140.5 907 899 888
1708 5000 29954.5 21623.5 31664 31534 32892.5 891 895.5 884.5
1709 5000 30357.5 20808 32150.5 32407 32671 890.5 871 893
1710 5000 32171.5 20467 30209 31574.5 32494 909.5 896 944
1711 5500 30806 20206 31401.5 31327 32366 929.5 915.5 913.5
1712 5000 30111 21961 30669 31316.5 34063 1036 870 873
1713 5000 35228 20592 32814 33624.5 32342 1085 921.5 903
1714 5000 33042 19851.5 30988 32497.5 31684 984 958.5 968.5
1715 5500 33402.5 20831.5 32727 32383 30875.5 916 873.5 873
1716 5000 31961.5 19752 32263 34052 33960 1425 1207 1192.5
1717 8000 31588 22157.5 31606 33998.5 32285.5 1020 1195.5 1212
1718 8500 32960 22184 31843.5 32640.5 35268.5 1019.5 999.5 1000.5
1719 5500 34191 19274 34804 34659 32885.5 947 948 940
1720 5500 34433 20815 37420 33250.5 33189.5 910 893.5 892.5
1721 5000 31269 21061.5 32771 34539.5 36155 915 964 915
1722 5000 34089 19269 34115.5 30044.5 35654 892.5 943 935.5
1723 5000 34714.5 18850 37612 34778 30504.5 945.5 924.5 923
1724 5500 35169 21243 32244.5 33907 31138.5 1087 1256 1028.5
1725 8000 33800.5 25491 33266.5 38477 35015 914 896 896.5
1726 5000 32360.5 20364.5 32997 32248 35606 970 925.5 925.5
1727 5500 34335 19471.5 36798 33167.5 34235.5 913.5 896.5 895
1728 5000 34601 18403 34701.5 33982.5 30905 1265 988 994
1729 8500 34823 22139.5 33245.5 33935.5 34176 934.5 934.5 933.5
1730 5500 33057.5 19329.5 34328 30927.5 34085 920.5 899.5 900.5
1731 5500 36335 18148.5 35387.5 34913 31307 1623.5 1792.5 1240
1732 7000 34688.5 21689.5 31314 34270.5 35213 958.5 931 930.5
1733 5500 38714 18278 35572 34007 32629.5 940.5 931.5 945
1734 5500 36705.5 19070.5 35948.5 34512 32753.5 1294 1019 966
1735 5500 32558.5 21475.5 31944.5 33389 32410 956 944.5 1259.5
1736 7500 34526 20498.5 34236 32247.5 33372.5 1145 1213 1226.5
1737 5500 34172 19025.5 32864.5 33758 33521.5 1192.5 1208.5 1148.5
1738 5500 34694.5 21139 33212.5 33362 32100.5 1237.5 921 931
1739 5500 31742 21916.5 31793 36011 36108 984 1156 1341.5
1740 9000 35079 18848 32810.5 30713.5 32655 927.5 901.5 906
1741 5000 34913.5 19462 34306.5 31043 33786.5 967 972.5 924
1742 5000 33873.5 18622.5 36406.5 32067.5 34215 968.5 949 972.5
1743 5500 36450 17981 34381 33679.5 31578.5 1303.5 1159 1333
1744 8000 36048 23036 34215 33031 34149.5 959.5 939 934.5
1745 5500 36874 19975.5 36601 35974 31937.5 1083 1411 1162.5
1746 7000 34759 21044.5 33177 37071 34668 1547.5 1517 1333
1747 8500 34853.5 20739 32850 32838.5 33561.5 1291.5 1180 1172.5
1748 16500 33730 20608 34576.5 36299.5 32969.5 971 927 1005.5
1749 5000 33665.5 21535.5 35046 32137.5 32349 1241.5 1070 909
1750 5000 32797.5 20635.5 32974.5 33817.5 33348 938.5 903 901
1751 5000 33669 19950.5 32244.5 33275 32834 975 957 954.5
1752 5000 33263 19970 33112 33549.5 32148 957.5 936.5 935.5
1753 5500 33088.5 19508.5 34162.5 34292.5 32862 1276.5 1080.5 1176.5
1754 7500 33758.5 20622.5 33401 32630.5 33916 983 967 983
1755 5500 35113 21114 34301.5 32052.5 34764.5 931 915 917
1756 5000 32822 18404.5 35521.5 37652.5 32196 968.5 963 948
1757 9000 36978 22990.5 32113.5 36883 35118 968 953 937
1758 5500 36277 18939 39117.5 41233.5 35557 968 1078.5 1216.5
1759 9000 36262 22592.5 32684 34796 37500 1024.5 1022.5 1029
1760 5500 36751.5 19342.5 34565 31337.5 34077.5 976.5 955.5 955
1761 5500 36892 18904 35124 36464.5 31130 978.5 956.5 979.5
1762 5500 37081.5 22995.5 33184.5 35623.5 33120.5 1165 1115 1218
1763 7000 34137 20784 34494 32842.5 33801.5 1237.5 1127.5 1049.5
1764 5500 33983.5 20435.5 34759 36183 34375 1166.5 1096 1252
1765 8500 34578 21976.5 34142.5 34753.5 35205.5 929.5 931.5 979
1766 5500 34481 20222 35829.5 32456.5 35080.5 959.5 941.5 939
1767 5500 36238 18631 37129.5 33966 31579 1000.5 967 966
1768 6000 36355.5 20277 33228.5 36734.5 35830 1295.5 1082 986.5
1769 5000 31863 22817.5 33069 33531 34916 942.5 900 899
1770 5000 34788.5 20423.5 33840.5 31849 38611 941 922 940.5
1771 5500 38775.5 20222 34140.5 32534 33654.5 1032.5 1046.5 1088.5
1772 7000 34475.5 21215 33888.5 34676 34635.5 1022.5 1000 972.5
1773 5000 35041 18802.5 35953 33337 34147 1161 1137 1127.5
1774 6000 34465.5 21544 35832.5 34569 33564.5 974.5 1176 1306
1775 7500 33845.5 22890.5 33756.5 34238.5 34227.5 1110 923.5 950.5
1776 5500 34040.5 22675.5 33832 33100.5 35570 961.5 949.5 965.5
1777 6000 36529 19684 37462 36184.5 34225 1308 1636.5 2107
1778 8500 36834 21819 33156 34968 35042 1360 1147.5 1084
1779 8500 34079.5 21224.5 34415.5 33262.5 35146 939 921 920.5
1780 5500 36110 21757.5 37559.5 34712.5 33077 1149.5 1182.5 1296
1781 9000 35350 20623.5 33968.5 34622 33776.5 944.5 910 909
1782 5500 34295.5 21683.5 33268.5 34405.5 33993 1078.5 1234 1064.5
1783 6000 34969 22021.5 36135.5 36330.5 32824.5 972.5 955 955
1784 5000 37754.5 23120 33411 36678.5 38478 985 982 1011
1785 6000 37621.5 19468 38668 36072.5 32947 985 984.5 980.5
1786 5500 40591 24481 32632 35804.5 37517 1082 980 978
1787 6000 36079.5 22382 38412 43610 38125.5 995.5 998 1248.5
1788 6000 37850 19747.5 35802 33915 33716 969.5 960.5 970
1789 5000 36154.5 20457 35089 36695.5 35009 1069.5 1061.5 1167
1790 7000 35149 21807.5 35952.5 34319.5 36682.5 1396 1141 958
1791 6000 36570 23568.5 34901 38333 38075.5 1042 1017.5 1018
1792 6000 39101 20563 38523.5 38750.5 33579 1089.5 1212.5 1837.5
1793 6500 37041.5 23729.5 34398.5 37614 36317.5 997.5 1027.5 976
1794 6000 37416.5 21456 36537 33548 36533.5 1016 989 990
1795 6500 37568.5 19356 36609 35924 36480 1174.5 1358 1130
1796 7000 35106 24586 36060.5 37523.5 36286 935 909.5 912.5
1797 5500 37108 23333.5 38105.5 35485 36762 952 978 914.5
1798 5000 39685.5 19247.5 37922.5 36412 36379 937.5 925 936.5
1799 6000 36700 22573 37611.5 35806 34632 1208 1176 1166.5
1800 6000 38039 26164 34149.5 36442 37037.5 986.5 959 1020.5
1801 6000 35646 20571 40625.5 35567 37148.5 1074 1109 962
1802 6000 35833 22899 38476 35065.5 33432 1004.5 981.5 989
1803 6000 37336 21444 36805.5 35990 34438.5 1119.5 1274.5 1188
1804 6000 35446.5 24662.5 39545 36216.5 34872.5 953 941.5 963
1805 5000 39818.5 23485 38516.5 39147.5 34887 939.5 943.5 930.5
1806 5500 37997 20616 38811.5 38927.5 37856 973 949.5 954
1807 6000 36026 20863.5 36500.5 33525.5 35920.5 974 971.5 952.5
1808 5500 38563 20241.5 36628.5 36625 37047 1011.5 1016 991
1809 6000 39343 20711.5 36987.5 36255.5 34443 1210.5 1170.5 1260.5
1810 10500 38616.5 25838 37872.5 34269 39554.5 973 952 953
1811 6000 38443 24585.5 35576 35965.5 38136 1037 1022 1028
1812 6500 39578 20357 39382 38542.5 38320.5 1002.5 972.5 972.5
1813 6000 41414 20052.5 36966.5 36804.5 35904 1307 1536 1134.5
1814 7500 34721 24478.5 35778 33717.5 37045 1035.5 1019 1000
1815 5500 37078.5 20394 38271 37010.5 35642.5 1266.5 1048 1101
1816 8500 35401.5 24446 39203 36165 36575 962 978.5 946.5
1817 5500 37442.5 24029.5 36761.5 37095 38806.5 984.5 971 964.5
1818 5500 37548 20203 38696.5 38318.5 32802.5 967 1014.5 1566
1819 12000 35969 23623.5 32976.5 36386.5 36635 947.5 930 949.5
1820 6000 36222.5 22280 41300.5 38651.5 36530.5 1174 1185.5 1261.5
1821 7500 39113 22448.5 33498 37847 37855 1250.5 998 994.5
1822 6500 36766.5 21391.5 38249.5 35169.5 35094.5 1055 1038 1032
1823 6000 40179 22648 36791 37200.5 36035.5 1316.5 1243.5 1162.5
1824 6000 37550 21710 36568.5 38194 35959.5 1569.5 1341.5 992.5
1825 6000 38066.5 23506.5 37698.5 34591 36220.5 1090.5 1040.5 970
1826 5500 38411.5 22578.5 36440.5 37100.5 36792 982 979.5 962
1827 6000 34702.5 23993 37498 33789.5 37735 1007.5 997 955
1828 6000 36154.5 20016 36847.5 36130.5 33423.5 1237 1229.5 1502.5
1829 9000 38353 25135 35485.5 36354 38947 998.5 1011 1042
1830 5500 39635.5 21150.5 37483.5 36726.5 38934.5 1039 1020 1018.5
1831 6000 38582.5 22677 39052.5 37421 34974 1032 977.5 977.5
1832 6000 37032.5 20667 37328.5 38912 40565 1093.5 1068 1068
1833 6000 40388 22037 37332 40001.5 37300.5 987.5 965 1011
1834 7000 34765.5 23391.5 38654 33653 36233.5 954.5 934.5 960
1835 6000 38809.5 20359 37794.5 36874 36432.5 1463 1137 1109.5
1836 7500 35124.5 24551.5 34883 35023.5 37403 978 947.5 947
1837 6000 38331 21537 40551.5 37023 34249 1385 1525 1664
1838 9000 36402 23807.5 36745 36372 37552.5 1054.5 973 973.5
1839 6000 37127.5 20837.5 39442 38175 36430 1039 971 971
1840 6000 36937 23752 38752.5 39350.5 37148.5 967.5 951.5 961.5
1841 6000 40082.5 24290.5 38302 38041.5 37529 968.5 940.5 940.5
1842 6000 38197.5 21706 38922.5 38241 39197.5 1054 1009.5 998.5
1843 6000 35958.5 22709.5 38568.5 38050.5 40677 1295 1653.5 1146.5
1844 7500 42546.5 21553.5 40156.5 37469.5 36541.5 1000 979.5 995.5
1845 6000 38391 25041.5 37526.5 35659 37436.5 964.5 934 937
1846 6000 38578.5 21019.5 38422 38436.5 35844.5 1704.5 1490 1077
1847 6000 36809.5 25367.5 39191.5 37113.5 37479.5 1007 986 984.5
1848 6000 42567 26365 39304.5 38224.5 38772 1387 1170 1021.5
1849 6000 40217 30255 39520 40845.5 39290 1011.5 996 988.5
1850 6000 40254.5 28275.5 38795 42189 40849 1041 1068 1011.5
1851 6000 41306 23808.5 39446 43912 41095.5 1086 1119.5 1144
1852 6500 45025.5 23565.5 41809.5 39731 40329.5 1094 1187 1066.5
1853 6500 40986 21573.5 40409.5 39692.5 38642 1660 1446.5 1259.5
1854 6000 37703.5 24234.5 40415 40263.5 36296 1269 1374 1330.5
1855 7500 41072 25913.5 39770.5 39768 43374 2211 2249 1536
1856 6500 41669 24770.5 42228.5 38286.5 40449.5 1625.5 1123.5 1263
1857 9000 40270.5 28217 40102 45321 43430.5 1083.5 1089 1041.5
1858 6000 41051.5 21810 40864 40367 41203.5 1047.5 1005 1048.5
1859 6000 39934 22632 41854.5 40966 39362.5 2354 1450 1303
1860 7000 38217.5 24989 39285.5 37407.5 37177.5 1018 1684 1496.5
1861 10000 45444.5 23450 40763.5 38806.5 36703.5 1109.5 1034 1220
1862 9000 39034.5 26481 39927 36315 38601 993.5 953 949
1863 6000 42160.5 24186 40064.5 37587 39188 1330 1244.5 985
1864 6000 39003 25897.5 38412 40881.5 39728.5 1059.5 1046 1041
1865 6000 45818.5 24862 42459 40217.5 43334.5 1011.5 1005.5 970.5
1866 6000 40374.5 22262.5 40875 39361 40975 1038.5 993.5 992.5
1867 6000 40137 20820.5 41290.5 41623.5 37382 1220 1327.5 1270
1868 8000 38284 23142 39059.5 37682.5 38374 1002.5 983.5 1010
1869 6000 39819.5 23639 37709.5 37959 38960.5 1225.5 1332 984.5
1870 6000 39551.5 23457 41654.5 38280 40459 1038.5 999.5 996.5
1871 6000 42270.5 24220.5 39936 39262 38431.5 1317 1468.5 1316
1872 9000 41234.5 23896.5 39619.5 38720 41222 1280 1027.5 1024.5
1873 7500 44629.5 23488 38894.5 39227 41926 1000.5 1039 998
1874 6000 41968.5 21779.5 43985 42123 43531.5 1316.5 1355 1058
1875 7000 43005.5 22349 44435 44030.5 41595 1037.5 1083 1047
1876 6000 40613.5 22386.5 40836 45466 41207.5 1338.5 1029.5 1151.5
1877 6500 40592.5 23705 40146.5 38235.5 39442 999.5 972 977
1878 6000 40425.5 22471 39499.5 39030.5 39673 1038 1018 1014.5
1879 18000 41209 23742 43649.5 44963 40710 1005.5 956.5 957
1880 6000 43702.5 25915 40927 37088.5 40106 1352 1375.5 1647.5
1881 9500 39856.5 26202.5 38434 39893 41760.5 1063.5 1029 1028.5
1882 6000 41681.5 25997 40623 39826.5 40656.5 994.5 1009.5 1004.5
1883 6000 40162 23881.5 37898 42493 38308 1151 1154.5 1352
1884 9000 41676 23288 43964 41114.5 40394.5 1051 1079 1016
1885 6000 41755.5 23073 47734 40873.5 40701.5 1020.5 1001.5 1001
1886 6000 41481.5 24740.5 39139 41509.5 43443.5 1266.5 1312.5 1329
1887 6000 41049 26827.5 45085.5 39946 39868.5 1443 1294.5 1316.5
1888 8500 39750.5 26985.5 41095 36493.5 41111 1078 1067 1054
1889 6000 45335.5 26563 41851.5 38056.5 39904 1002.5 997.5 1053
1890 6000 40401.5 25591.5 38144.5 38416.5 38655 1155.5 1288.5 1257
1891 7500 41685 24574 37929 39715 43954 1335.5 1082.5 1031.5
1892 6000 44911.5 26933.5 37799 44827 43590 1006 988 987.5
1893 6000 44303.5 23285 43485 38919.5 40521.5 1058.5 1030.5 1035.5
1894 6500 42511 25819 42125.5 38283.5 38307 1208 1323.5 1024.5
1895 6000 40513.5 25753.5 41416 43012.5 45720.5 1096 1127.5 1721.5
1896 8500 49186.5 27823.5 44606 40762 41073 1174 1062 1080.5
1897 6500 41949 25364.5 44112.5 44115 43269 1022 992.5 998.5
1898 6000 41709.5 26970.5 42962 41184.5 42318 1086 1042.5 1042
1899 6000 42004.5 22921 42883.5 43149.5 42724.5 1464.5 1296 1108.5
1900 6000 42454 28153.5 42716.5 42456.5 41553 1065.5 1055 1129
1901 29500 40287 22062 43615.5 43413 41547.5 1477.5 1371.5 2036
1902 6000 39082.5 24636.5 43690 38306.5 40873 1031 1008.5 1010
1903 6000 42079 26008.5 39766 40488.5 46999 1041.5 1016.5 1025.5
1904 6000 42126 25757 39877 40596.5 41833 1082 1054.5 1055
1905 6000 47464.5 25783.5 41198 44011 41310.5 1013 993.5 997
1906 28500 45185.5 24011 68518.5 43828.5 44366.5 1108 1073 1065.5
1907 6000 45280 24186 41305.5 42706 44331 1191.5 1054.5 1131.5
1908 6000 45007 30633.5 42022 39276.5 43599 1431 1935.5 1430
1909 11500 42682 26585 41530.5 40682.5 38428.5 1441 1413 1396.5
1910 9500 41828 25702 45687 39441 40655.5 1127.5 1113.5 1126.5
1911 6500 44119.5 25836.5 45067.5 42904 42406.5 1102.5 1319 1590
1912 10000 58238.5 30057 44154 45605.5 44171.5 1544.5 1391.5 1502.5
1913 10000 47966 23921.5 46377 46992.5 43215 1099.5 1072 1068
1914 6500 45331 25491 40287 41521 43205.5 1057.5 1006 1002
1915 6000 45925.5 22598.5 47608.5 43481.5 46737.5 1162 1293 1287.5
1916 8000 44506 24330.5 40098.5 45072 42460.5 1006 991 987
1917 6000 43975.5 27533 39554 41485 43488 1023 1010.5 1009
1918 6000 45877 26325.5 37303.5 45657.5 42709.5 1089 1031 1031.5
1919 6000 54581.5 24258.5 45599.5 43973 45610 1050 1026.5 1030.5
1920 7000 46115.5 26438 43443 42296.5 41388 1134.5 1109.5 1106.5
1921 6000 44305.5 23271 45722 45964 43073 1002 986 1001.5
1922 6000 43623.5 24648.5 44890 47097 45869.5 1085.5 1188 1588.5
1923 7500 50121.5 28669 43765 48360 44022 1147.5 1101.5 1095
1924 6000 46572.5 31891 43353.5 46009.5 47129 1122 1030 1032.5
1925 6500 46374 26749 44280.5 41838 43827.5 1037.5 1018 993
1926 6000 43853.5 26275 41321 42244.5 45608 1085 1030 1032.5
1927 6000 45220.5 28095.5 45726 46906.5 52553 1508.5 1475 1510
1928 10000 51316 29379.5 46056.5 43671 46680 1102 1082.5 1082
1929 6500 49186 28828.5 41974.5 40539.5 42332 1015.5 1020 1052.5
1930 7500 45555.5 28209.5 42983 42230 40425.5 1469.5 1360.5 1365.5
1931 9500 41573 28759 41178.5 43819.5 42852 1451.5 1440.5 1398.5
1932 10000 45661.5 22521.5 43054 41500 42020.5 1093 1093.5 1050.5
1933 6500 43353.5 23397.5 42682.5 43612 43371.5 1036.5 1039 1027
1934 6000 43206.5 24040.5 46908 46405.5 44512 1043 1026 1026
1935 60500 42686 27053.5 44770.5 44691 40607 1706.5 1755.5 1837.5
1936 13000 43002 27622 42750 50449.5 41525.5 1596.5 1064.5 1046
1937 6000 42378 26690 42681.5 41397 41600 1092.5 1030 1070.5
1938 8000 45099 30782.5 44154.5 39607.5 42887.5 1112 1081 1078.5
1939 6500 44438 32619 43656.5 46211.5 48637 1375.5 1327 1350
1940 9000 43676.5 25078.5 51533 45848 46601.5 1069.5 1085.5 1058.5
1941 6000 45913 26471 43471.5 41135 47550.5 1404.5 1588 1385.5
1942 8500 43646.5 27206.5 44291 44263.5 42792.5 1134 1083 1104
1943 6000 44928 24889 47271.5 42390 42230 1074 1061 1062
1944 13000 46236.5 29675 54033 46608.5 44808.5 1261.5 1334 1252.5
1945 6000 46582.5 28455.5 52903 45228 42312.5 1104 1113.5 1164.5
1946 10000 46561.5 28917 42417 41392.5 43114.5 1223.5 1086 1084.5
1947 13500 46481 25051.5 43331.5 42664.5 42393.5 1070.5 1047.5 1044.5
1948 6000 46192.5 26866 40527.5 44119 44621 1015.5 997.5 993
1949 6000 45461 25623 41560 45783 44965 2388 1487 1441.5
1950 9500 45335 27559.5 48977.5 46817.5 45839.5 1059.5 1030.5 1029.5
1951 6000 47234.5 31151 42385.5 40964.5 46382 1646 1465 1450
1952 9500 47294.5 31825 46526 52263.5 44016.5 1536 1879 1897
1953 13000 41046 28547.5 44605.5 41291.5 41102.5 1378.5 1548 1326
1954 10000 41992.5 26612.5 45242.5 43296 39434.5 1313.5 1971.5 1834.5
1955 9000 43549 28332 45739.5 43795.5 40096.5 1226 1463 1390
1956 9000 44369 27163 45552.5 45525.5 44878.5 1297.5 1226.5 1277.5
1957 8000 47534.5 27637 47446 46376 44030 1420.5 1093.5 1138
1958 6500 41148.5 27609 41405.5 43115 43390 1437 1437.5 1424
1959 9500 45378 25955.5 48559.5 43563.5 44324 1067.5 1074.5 1055
1960 6000 44835 28189 46800.5 41213 42435.5 1464 1463 1213
1961 9000 47447 27961 49971 48219 51909 1235.5 1578 1510
1962 10000 52380.5 29730 51401.5 45091.5 47747.5 1196 1184 1340
1963 8000 52717 30484.5 50023.5 47583 52490 1309 1316.5 1934.5
1964 15000 56250.5 27727 51829.5 50814.5 52635 1184 1173 1178.5
1965 7000 50615.5 32374.5 49859 47027 47325 1921 1624 1810.5
1966 8500 48303.5 27962.5 44760.5 49663 47225 1106 1083 1069.5
1967 6000 50601.5 30285 49518 76078 63581 1472.5 1252 1356
1968 6500 47341 26561.5 47730 42773 44971 1733 1698 1553.5
1969 10000 44469 27960 47163 44262 42805 1078.5 1078 1082.5
1970 6000 44824.5 28250 43779 44836.5 47480.5 1185.5 1159 1188.5
1971 7000 48306 30666.5 44321.5 42232 43231 1497 1689.5 1755
1972 10000 44324 27969 45555 45364 41153 1026.5 1008.5 1004.5
1973 6000 44031.5 28941 49418 42984 47556.5 1167 1143 1141.5
1974 7000 48016.5 29972 46259 44332.5 45744.5 1228.5 1059 1075
1975 6000 46779.5 25205 46796 45371.5 45487 1214 1260.5 1192.5
1976 6500 53012.5 35652 55884 59437.5 48476.5 1124 1120 1113.5
1977 6500 47103 26470 46041 44495 44530 1061 1065 1169.5
1978 6000 45630 25602 44705.5 45273 44191 1035.5 1011 1018.5
1979 6000 46342 27229.5 43841 46106.5 43174.5 1190.5 1139.5 1008
1980 6000 43155 27902.5 45570.5 44045 47442 1080.5 1068 1051.5
1981 6000 45546 28029.5 42286 44243 48328.5 1490.5 1510.5 1529.5
1982 10000 42277 28654.5 45263.5 48090 44917 1066.5 1047 1047.5
1983 6500 46151.5 29934 45157 46200.5 47714.5 1432.5 1325.5 1072
1984 6500 49352 27116.5 47126.5 45164.5 42562.5 1773 1386 1095.5
1985 6500 46052 26493 43348 45476 43997.5 1080 1058 1023
1986 6000 42962 26739 43216.5 42942.5 43217.5 1063 1042 1071.5
1987 6500 45667 27877 43294 42124 42706.5 1693 1610.5 1484
1988 6000 44503 25685 58350 42682 41692 1281.5 1055 1025
1989 6000 43423.5 26189.5 43392.5 45294.5 45760 1294 1134 1167
1990 7000 42793 26540.5 44564.5 45711 47910.5 1199.5 1154.5 1174
1991 6500 46211 26890 44947 44076.5 42144.5 1032.5 1013 1007
1992 6000 42919.5 28707.5 44567.5 44342 43920 1413.5 1314.5 1273
1993 6000 46092.5 27282.5 46834.5 44568.5 44238 1132.5 1081.5 1067.5
1994 6000 46946 25134.5 48394 45325.5 46566.5 1096.5 1054.5 1057.5
1995 6000 48231.5 36538.5 44654.5 46278 45972.5 1675 1468.5 1492.5
1996 10000 52155 31912.5 48015.5 47709.5 44691.5 1074 1050.5 1052
1997 6000 48806.5 28143.5 45929 45553 44332 1033.5 1012.5 1011
1998 6000 46943 30350.5 56165.5 46494.5 45435.5 1125 1093 1096.5
1999 6000 45153.5 29095.5 48247.5 45881 45126.5 1929 1751.5 1364
